,Unnamed: 0,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
27,27,960857178109181953,2018-02-06,18:16:17,@DrTamilisaiBJP @BJP4TamilNadu @Mark2kali @vignesh7773 @ragavbeem5 இல்ல சகல பக்கோடா தேசிய நொறுக்குத்தீனி ஆக்கி .. கிண்டல் பன்ற நம்மல தேச துரோக வழக்குல உள்ள போட்டு அவங்க அசிங்கத்தை போக்கிப்பாங்க,Sri Lanka Standard Time,1,945227353864597505,Pakodaboys,0,0,,,None,"ragavbeem5,vignesh7773,Mark2kali,BJP4TamilNadu,DrTamilisaiBJP",https://twitter.com/Pakodaboys/status/960857178109181953,அசிங்கத்தை
28,28,960690318629720064,2018-02-06,07:13:15,@kick_offl அழகான மனதை அசிங்கத்தை பூசி மறைத்துகொண்டு... ஏன் தவறான எண்ணம் என்று கேட்டால் எப்படி? கடும் கோபத்தில் வரும் கெ.வார்த்தை மன்னிக்கப்படும்!,Sri Lanka Standard Time,0,959993208645169153,Sharabaanuchand,1,0,,,None,kick_offl,https://twitter.com/Sharabaanuchand/status/960690318629720064,அசிங்கத்தை
29,29,960389151932731392,2018-02-05,11:16:31,@maalaimalar ஆண் சேறு கண்ட மிதிப்பான் தண்ணீ கண்ட இடம் கழுவுவான் என மகனை மட்டும் பெற்ற அம்மாக்கள் பெருமை மயிறா சாெல்லுவாங்க. இதுகா ஒழுங்கா வளர்க்காதது அவங்க இனத்துக்கே அசிங்கத்தை ஏற்படுத்துகிறது,Sri Lanka Standard Time,0,22479675,pitchumani,0,0,,,None,maalaimalar,https://twitter.com/pitchumani/status/960389151932731392,அசிங்கத்தை
30,30,960095005607043072,2018-02-04,15:47:41,பாஜக என்றால் கண்ட நாய்ங்க கண்ட இடங்களில் கண்ட அசிங்கத்தை கண்ட மேனிக்கு களபளன்னு பேசுறது அப்புறம் எதையாச்சும் திசை திருப்பி விடுவது முக்கியமாக விளம்பரம் ஃபோட்டோஷாப்லகாலத்தை ஓட்டி கொள்ளை..இம்போட்டென்ட் காட்டுமிராண்டிவெறியர்கள் கும்பல் ...த்தூஊஊஊ.  https://twitter.com/thatsTamil/status/960064783675408384 …,Sri Lanka Standard Time,0,865808092780298240,Arivazhi,0,0,,,None,,https://twitter.com/Arivazhi/status/960095005607043072,அசிங்கத்தை
31,31,960053144892960768,2018-02-04,13:01:21,இந்த போட்டோசாப் பொளப்பு பொளக்கிறதுக்கு... அந்த அசிங்கத்தை ஏன் வாயால வேற சொல்லி....  https://twitter.com/ranganaathan/status/959676059988910080 …,Sri Lanka Standard Time,0,2924606806,sheraa28,0,0,,,None,,https://twitter.com/sheraa28/status/960053144892960768,அசிங்கத்தை
32,32,960038795524493315,2018-02-04,12:04:20,@news7tamil செருப்பு பிஞ்சிரும் அசிங்கத்தை தோய்த்து அடிப்போம் பொறம்போக்கு,Sri Lanka Standard Time,6,922690664537628672,Rajeshwaree7,0,1,,,None,news7tamil,https://twitter.com/Rajeshwaree7/status/960038795524493315,அசிங்கத்தை
33,33,959917939787902978,2018-02-04,04:04:05,@cartoonistbala இது சல்லிப் பையலுக டவுசர்பாய்ஸ்களின் வேலையாதான் இருக்கும்...3ம் தேதி அசிங்கத்தை மறைப்பதற்காக கூட இருக்கலாம்..இப்ப துணைக்கு மீனாட்சியை கூப்பிடுறானுக போல...😁😁😂😂😂,Sri Lanka Standard Time,7,869951286824849410,vijayapandian06,0,0,,,None,cartoonistbala,https://twitter.com/vijayapandian06/status/959917939787902978,அசிங்கத்தை
34,34,959802579134963712,2018-02-03,20:25:41,@SriRamaMani நாய்கள் அணியும். அந்த அசிங்கத்தை எங்கள் தமிழ்கடவுள் அணிய அவசியம் இல்லை,Sri Lanka Standard Time,1,603693633,smark667,1,0,,,None,SriRamaMani,https://twitter.com/smark667/status/959802579134963712,அசிங்கத்தை
35,35,959417755169644544,2018-02-02,18:56:32,சைக்கிள் தம்பிமார் உங்கள்  கீற்றுக்களை தேர்தல் முடிவுக்கு முன் நீக்குவது நன்று இல்லாவிடில் அசிங்கத்தை உங்களால் வாசிக்க முடியாது,Sri Lanka Standard Time,0,1555796504,Ask_Kirush08,0,0,,,None,,https://twitter.com/Ask_Kirush08/status/959417755169644544,அசிங்கத்தை
36,36,959287745985241088,2018-02-02,10:19:56,@sgeeth1975 நான் தர்மபுரி எத்தனை வருஷம் ஆனாலும் எங்கு போய் என் ஊரு பேர் ஆஹ் சொல்றப்ப இந்த அசிங்கத்தை தான் மூஞ்சில அடிச்ச மாதிரி நினைவு படுத்துறாங்க அந்த மாணவிகள் பாவம் தான் தர்மபுரி ஆஹ் வெச்சு செய்யுது,Sri Lanka Standard Time,4,1160429491,dharaneprabakar,0,0,,,None,sgeeth1975,https://twitter.com/dharaneprabakar/status/959287745985241088,அசிங்கத்தை
37,37,959242676829765633,2018-02-02,07:20:50,விழுப்புரம் மாவட்டம் திருவெண்ணெய்நல்லூரில்Police  அட்டுழியம்  அராஜகம்போக்குவரத்து தொந்தரவு (50-100)  தினமும்வழிப்பறி கொல்லை ரவுடிகள்செய்யும்  அசிங்கத்தை  பொதுமக்கள் பார்த்து ரசித்தனர்..  pic.twitter.com/UFLWRX9Vkj,Sri Lanka Standard Time,92,2526310915,kunnathuraaru,5,83,,,None,,https://twitter.com/kunnathuraaru/status/959242676829765633,அசிங்கத்தை
0,0,968562442598043648,2018-02-28,00:34:15,"பெண்களுக்கு கற்பு ,ஒழுக்கம் போன்றவை எவ்ளோ முக்கியம் என்று வகுப்பு எடுக்கிறார்கள்.ஆனால் இவர்கள் எதிரிகளை பற்றி பேசும் போது எதிரியின் குடும்ப பெண்களை பற்றி தான் அசிங்க அசிங்கமாக பேசுகிறார்கள் இந்த எழவை தான் ஆன்மீகம்னு சொல்றாங்களோ?",Sri Lanka Standard Time,1,963838471348645889,swamiooty,0,0,,,None,,https://twitter.com/swamiooty/status/968562442598043648,அசிங்கமாக
1,1,968546393995513859,2018-02-27,23:30:29,@Come60559183 @ananth4fun நாபோவேன மாட்டேனா என்று ஆராட்சி பன்னுராது அப்பாராம.விவாதீக்கலாம் இப்படி ஒரு பெரு title ல மாத்து தமிழர்கள் அல்லாத மற்ற வர்கள் மிகவும் அசிங்கமாக நினைப்பார்கள்,Sri Lanka Standard Time,1,961174603807805441,tamilan56,1,0,,,None,"ananth4fun,Come60559183",https://twitter.com/tamilan56/status/968546393995513859,அசிங்கமாக
2,2,968413406943313926,2018-02-27,14:42:03,@PTTVOnlineNews @News18TamilNadu கலப்பு திருமணம் என்ற வார்த்தையே அசிங்கமாக இருக்கிறது.... மனிதர்களுக்கு தானே திருமணம்.. வேறு எதாவது விலங்கோட கலப்பா...,Sri Lanka Standard Time,0,3650082913,Thamizh_Future,0,0,,,None,"News18TamilNadu,PTTVOnlineNews",https://twitter.com/Thamizh_Future/status/968413406943313926,அசிங்கமாக
3,3,968405256894894080,2018-02-27,14:09:40,"எந்த ஒரு சூழ்நிலையிலும் அசிங்கமாக திட்டுவதில் எனக்கு உடன்பாடில்லை... இருந்தாலும் என்னால முடியல... ""இந்த பிஞ்சுக்...  https://fb.me/8tTVlIKzh ",Sri Lanka Standard Time,0,2482013774,RNaagaa,0,0,,,None,,https://twitter.com/RNaagaa/status/968405256894894080,அசிங்கமாக
